ENTITEID|MUNID|CODEID|TYPE|ROUTE_VERT|DIREC_UNIQ|STATUT|REVETEMENT|PROPRIO|LARGEUR|LONGUEUR|GEOM
{3BA0116E-C87C-4805-8BD4-086661E62F49}|81017|653|Piste multifonctionnelle|Non|Non|T.Q.C|Flexible|Ville|0|591.1|LINESTRING (-75.809556 45.421325,-75.809484 45.420881,-75.809403 45.420338,-75.809321 45.419773,-75.809241 45.419258,-75.809137 45.418595,-75.809056 45.418033,-75.808984 45.417553,-75.808887 45.416916,-75.808864 45.416748,-75.808879 45.416726,-75.80889 45.416711,-75.808914 45.416691,-75.808919 45.416668,-75.808911 45.416633,-75.808781 45.41605)
{FC87C3AD-2C21-47B2-B048-985C74B70BAA}|81017|929|Piste multifonctionnelle|Non|Non|T.Q.C|Flexible|Ville|0|508.0|LINESTRING (-75.778264 45.43113,-75.778304 45.431208,-75.778509 45.431612,-75.778521 45.431636,-75.7785217344 45.4316505287097,-75.7785139444767 45.431663984082,-75.778499 45.431674,-75.778172 45.431814,-75.7780931026784 45.4318675119644,-75.7780549443735 45.4319399055951,-75.778065 45.432017,-75.778094 45.432082,-75.778303 45.432541,-75.778558 45.433066,-75.778792 45.433452,-75.778919 45.433624,-75.779783 45.434445,-75.78041 45.435048)
{A4B052B0-29BD-4251-B07C-732810D10005}|81017|889|Piste multifonctionnelle|Non|Non|T.Q.C|Flexible|Ville|0|299.6|LINESTRING (-75.738707 45.471614,-75.73872 45.471645,-75.73875 45.471717,-75.738774 45.471772,-75.738792 45.471811,-75.738875 45.472001,-75.738877 45.472006,-75.738881 45.472015,-75.738885 45.472025,-75.73889 45.472035,-75.738896 45.472048,-75.738901 45.472059,-75.738906 45.472071,-75.738913 45.472085,-75.738919 45.472098,-75.738926 45.472114,-75.738933 45.47213,-75.738939 45.472143,-75.738945 45.472156,-75.73895 45.472168,-75.738957 45.472182,-75.738963 45.472195,-75.73897 45.472209,-75.738976 45.472222,-75.738982 45.472236,-75.738988 45.472248,-75.738995 45.472263,-75.739001 45.472276,-75.739008 45.472289,-75.739014 45.472303,-75.739021 45.472317,-75.739028 45.47233,-75.739035 45.472345,-75.739044 45.472363,-75.73905 45.472375,-75.739058 45.47239,-75.739067 45.472407,-75.739075 45.472423,-75.739083 45.472439,-75.739091 45.472453,-75.7391 45.47247,-75.739108 45.472484,-75.739114 45.472495,-75.739123 45.472511,-75.739132 45.472526,-75.739143 45.472544,-75.739155 45.472563,-75.739165 45.472579,-75.739176 45.472597,-75.739189 45.472617,-75.7392 45.472634,-75.739211 45.472651,-75.739223 45.472668,-75.739236 45.472687,-75.739249 45.472705,-75.739263 45.472725,-75.739275 45.472742,-75.739289 45.47276,-75.739301 45.472777,-75.739315 45.472796,-75.739388 45.472891,-75.739407 45.472914,-75.739421 45.472932,-75.739428 45.472941,-75.739431 45.472945,-75.739607 45.473141,-75.739624 45.473158,-75.739638 45.473171,-75.739661 45.473193,-75.739682 45.473213,-75.739696 45.473227,-75.739718 45.473247,-75.73973 45.473258,-75.739759 45.473285,-75.739786 45.473309,-75.739808 45.473329,-75.739834 45.473351,-75.739856 45.473369,-75.739886 45.473395,-75.739923 45.473424,-75.739948 45.473445,-75.73997 45.473463,-75.740004 45.473489,-75.740055 45.473528,-75.740103 45.473563,-75.740143 45.473592,-75.740194 45.473627,-75.740211 45.473639,-75.740235 45.473656,-75.740248 45.473665,-75.740264 45.473676,-75.740433 45.473785,-75.740465 45.473803,-75.740489 45.473817,-75.740516 45.473834,-75.74054 45.473849,-75.740559 45.47386,-75.740612 45.473894)
{FEC541F6-4ECE-4D87-82F0-E18FC7CB88AB}|81017|204|Piste multifonctionnelle|Non|Non|T.Q.C|Flexible|Ville|0|72.0|LINESTRING (-75.78028 45.471453,-75.780359 45.471531,-75.780448 45.471617,-75.78052 45.471678,-75.780593 45.471784,-75.780624 45.471868,-75.780626 45.471874,-75.78062 45.471916,-75.7806093877703 45.4719528919487,-75.7805880757846 45.4719873970326,-75.780557 45.472018)
{A3BA7BFD-633C-43E8-B403-A617B43DF7FC}|81017|962|Sentier polyvalent|Non|Non|T.Q.C|Flexible|Ville|0|80.7|LINESTRING (-75.78004 45.438658,-75.780391 45.43834,-75.7804299440197 45.4383136821628,-75.7804779099032 45.438296208997,-75.780531 45.438289,-75.780583 45.438286,-75.7806468186498 45.4382746266248,-75.7807007804822 45.4382481685599,-75.780738 45.43821,-75.780753 45.438179)
{B3853D37-6C29-4F7F-83B7-089F98EEBA98}|81017|963|Sentier polyvalent|Non|Non|T.Q.C|Flexible|Ville|0|259.2|LINESTRING (-75.780753 45.438179,-75.781036 45.438242,-75.7811366374586 45.4382744445702,-75.7812236125514 45.4383226888083,-75.781292 45.438384,-75.781301 45.438395,-75.781311 45.438406,-75.78132 45.438418,-75.781335 45.438443,-75.7813807116842 45.4384952075747,-75.7814482247895 45.4385339843272,-75.78153 45.438555,-75.781612 45.438563,-75.781905 45.438587,-75.781983410857 45.4385994951121,-75.7820564721491 45.4386231723832,-75.782121 45.438657,-75.782516 45.438932,-75.782941 45.439227,-75.7829649686286 45.4392474345876,-75.7829828632929 45.4392707322069,-75.782994 45.439296,-75.783006 45.439329,-75.7830418923512 45.4393683626916,-75.7830988954186 45.439392382858,-75.783165 45.439396,-75.7832043938396 45.439394551368,-75.7832427870585 45.4394010650886,-75.783277 45.439415,-75.783333 45.439448)
{2A4B6EB0-2898-4EF9-849F-38FDF9BA0836}|81017|961|Sentier polyvalent|Non|Non|T.Q.C|Flexible|Ville|0|711.7|LINESTRING (-75.772785 45.43636,-75.77284 45.43638,-75.7728680330328 45.4363907481809,-75.7728932539141 45.4364045356497,-75.772915 45.436421,-75.7729526074805 45.4364483431413,-75.7730031302876 45.4364618634265,-75.773057 45.436459,-75.773286 45.43641,-75.7733258807913 45.4364062636567,-75.7733651786599 45.4364125252699,-75.773399 45.436428,-75.773448 45.436465,-75.773609 45.436731,-75.77364 45.436779,-75.773696 45.436843,-75.773775 45.43692,-75.773865 45.43699,-75.773951 45.437044,-75.774022 45.437084,-75.774102 45.437124,-75.774187 45.437157,-75.774218 45.437167,-75.774649 45.437305,-75.7747397747455 45.4373284215227,-75.7748345098018 45.4373418590265,-75.774931 45.437345,-75.775466 45.437323,-75.775663 45.437316,-75.7756870500276 45.4373155520459,-75.775711084796 45.4373162194248,-75.775735 45.437318,-75.775787 45.437325,-75.775828434279 45.4373291907348,-75.7758701567127 45.437331527204,-75.775912 45.437332,-75.776251 45.437319,-75.776627 45.437305,-75.776686 45.437302,-75.776955 45.437305,-75.777338 45.437312,-75.777358521232 45.4373129343371,-75.7773788919632 45.4373149381664,-75.777399 45.437318,-75.777704 45.437391,-75.777739 45.4374,-75.777794 45.437421,-75.778212 45.43761,-75.778863 45.437908,-75.7791223386392 45.4379771073639,-75.7793987388883 45.4379639795993,-75.779642 45.437871,-75.779698 45.437837,-75.7797354893774 45.4378223857165,-75.7797781971755 45.4378195609089,-75.779819 45.437829,-75.780176 45.43803,-75.7802276155314 45.438055063771,-75.7802836417299 45.4380748596687,-75.780343 45.438089,-75.780753 45.438179)
{D2FD0DB8-EE46-4156-A2D9-C41185D2124C}|81017|964|Sentier polyvalent|Non|Non|T.Q.C|Flexible|Ville|0|37.3|LINESTRING (-75.775515 45.437658,-75.775483 45.437322)
{B84EB031-8DEB-4873-A249-23A046540378}|81017|685|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|36.8|LINESTRING (-75.777482 45.437669,-75.777794 45.437421)
{413FE8A1-A2F6-45F4-922E-BD6E7CC1B220}|81017|207|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|198.6|LINESTRING (-75.780638 45.46068,-75.780688 45.460708,-75.780766 45.460743,-75.780831 45.460763,-75.78092 45.460779,-75.78105 45.460793,-75.781171 45.460809,-75.781306 45.460835,-75.78147 45.460879,-75.781618 45.460912,-75.781728 45.460928,-75.781826 45.460937,-75.78197 45.460946,-75.782088 45.460953,-75.782185 45.460964,-75.782317 45.46098,-75.782428 45.460981,-75.782593 45.460977,-75.78273 45.460971,-75.782823 45.460962,-75.782936 45.460939,-75.783022 45.460912,-75.783074 45.460879)
{761F9278-65FF-474D-A9EF-5EB76C93785E}|81017|207|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|796.6|LINESTRING (-75.771607 45.459898,-75.771633 45.459868,-75.771715 45.459795,-75.77181 45.459728,-75.77203 45.459641,-75.772108 45.459618,-75.772216 45.459598,-75.772343 45.459583,-75.772524 45.459582,-75.772813 45.459593,-75.773002 45.459605,-75.773176 45.459629,-75.773342 45.459635,-75.773622 45.459622,-75.773829 45.459617,-75.774168 45.459593,-75.774313 45.459583,-75.774451 45.459581,-75.774619 45.459587,-75.774841 45.459596,-75.774994 45.459601,-75.775156 45.459597,-75.775388 45.459587,-75.775487 45.459575,-75.775584 45.459551,-75.775656 45.459529,-75.775742 45.459515,-75.775846 45.459517,-75.775949 45.459511,-75.776028 45.459495,-75.776096 45.459462,-75.776174 45.459415,-75.776234 45.459379,-75.776291 45.459362,-75.776347 45.459355,-75.776469 45.459357,-75.776554 45.459358,-75.776726 45.459335,-75.776878 45.45932,-75.777013 45.459314,-75.777162 45.459322,-75.777267 45.459324,-75.777382 45.459327,-75.777472 45.459351,-75.77753 45.459385,-75.777579 45.45942,-75.777627 45.459475,-75.777644 45.459527,-75.777676 45.459586,-75.777724 45.45963,-75.77781 45.459705,-75.777869 45.459758,-75.777919 45.459797,-75.777975 45.459843,-75.77803 45.459889,-75.778058 45.459941,-75.778097 45.460024,-75.778145 45.460095,-75.778196 45.460147,-75.778262 45.460181,-75.778341 45.460205,-75.778436 45.460215,-75.77852 45.460215,-75.778593 45.460206,-75.778671 45.4602,-75.778759 45.460201,-75.778842 45.460197,-75.778954 45.460187,-75.779046 45.460172,-75.779125 45.460168,-75.779218 45.460174,-75.779326 45.46019,-75.779477 45.460218,-75.779701 45.460267,-75.779932 45.460299,-75.780049 45.460324,-75.780137 45.460349,-75.780209 45.460382,-75.780284 45.46043,-75.78043 45.460532,-75.780607 45.460663,-75.780627 45.460674,-75.780638 45.46068)
{9F0C87CA-C205-40F4-9DCC-790307387D89}|81017|87|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|3229.3|LINESTRING (-75.781863 45.459571,-75.781765 45.459488,-75.781589 45.459354,-75.781467 45.459266,-75.781339 45.459194,-75.781188 45.459128,-75.781015 45.459041,-75.780878 45.458947,-75.780784 45.45886,-75.780731 45.458792,-75.780709 45.458703,-75.78069 45.458603,-75.780673 45.458494,-75.780635 45.458411,-75.780574 45.458355,-75.780468 45.458297,-75.780293 45.458216,-75.780134 45.458153,-75.78003 45.458102,-75.779923 45.458029,-75.779838 45.457949,-75.77976 45.457872,-75.779685 45.457825,-75.779543 45.45777,-75.779371 45.457716,-75.779254 45.457679,-75.779198 45.45764,-75.779123 45.457598,-75.778986 45.45754,-75.778897 45.457507,-75.778759 45.457464,-75.778595 45.457422,-75.77845 45.457395,-75.778313 45.457366,-75.778224 45.457332,-75.778112 45.457278,-75.777959 45.457201,-75.777832 45.457116,-75.777677 45.45701,-75.777545 45.456891,-75.777449 45.456787,-75.777353 45.456704,-75.777258 45.456637,-75.777127 45.456578,-75.77699 45.456539,-75.776827 45.45651,-75.776594 45.456483,-75.776455 45.456463,-75.776325 45.456431,-75.776184 45.456384,-75.776077 45.456347,-75.77594 45.456284,-75.775798 45.456204,-75.775652 45.456121,-75.775574 45.456067,-75.775525 45.456009,-75.775453 45.455926,-75.77534 45.45584,-75.775193 45.455729,-75.775093 45.455646,-75.775028 45.455596,-75.774929 45.45554,-75.774835 45.455487,-75.774718 45.455446,-75.774553 45.455395,-75.774464 45.455344,-75.774368 45.455242,-75.774278 45.45514,-75.774209 45.455059,-75.774143 45.45501,-75.774014 45.454952,-75.773899 45.454902,-75.773731 45.454835,-75.773645 45.454792,-75.773591 45.454731,-75.773535 45.454647,-75.773505 45.454558,-75.773479 45.454443,-75.773438 45.454353,-75.773388 45.454295,-75.773273 45.454213,-75.773198 45.454179,-75.773045 45.454096,-75.772974 45.454034,-75.772909 45.453955,-75.772859 45.45386,-75.772828 45.453735,-75.772804 45.453555,-75.772791 45.45347,-75.772754 45.453349,-75.772709 45.453247,-75.772648 45.453165,-75.772561 45.453104,-75.772422 45.453026,-75.772278 45.452946,-75.77218 45.452869,-75.772106 45.452789,-75.772063 45.452698,-75.771997 45.452601,-75.771923 45.452502,-75.771785 45.452379,-75.771707 45.452325,-75.771665 45.452275,-75.771606 45.452179,-75.771515 45.452105,-75.771322 45.451997,-75.771152 45.451933,-75.771031 45.451915,-75.770903 45.451916,-75.77067 45.451926,-75.770514 45.451916,-75.770377 45.451878,-75.770258 45.451828,-75.770178 45.451772,-75.770104 45.451698,-75.770017 45.451594,-75.769874 45.451432,-75.769767 45.451335,-75.769684 45.451255,-75.769604 45.451191,-75.769512 45.451095,-75.769438 45.450995,-75.769346 45.450868,-75.769287 45.450767,-75.769226 45.450659,-75.769177 45.450579,-75.769076 45.450492,-75.768935 45.450421,-75.768738 45.450332,-75.768609 45.450283,-75.768459 45.450255,-75.768301 45.450243,-75.768125 45.450214,-75.768041 45.450198,-75.767922 45.450158,-75.767807 45.450117,-75.767679 45.450097,-75.767527 45.450066,-75.767363 45.450026,-75.767222 45.449983,-75.767027 45.449904,-75.766843 45.449818,-75.766686 45.449756,-75.766569 45.449728,-75.766402 45.449701,-75.766294 45.449676,-75.766153 45.449632,-75.766057 45.449596,-75.765995 45.44955,-75.765899 45.449467,-75.76579 45.449392,-75.765616 45.449302,-75.765482 45.449216,-75.765378 45.44917,-75.765179 45.449064,-75.765057 45.448991,-75.764929 45.448945,-75.764765 45.448886,-75.764632 45.448825,-75.764506 45.448764,-75.764417 45.448712,-75.764365 45.448648,-75.764342 45.448573,-75.764348 45.448509,-75.764367 45.448437,-75.76442 45.448301,-75.764459 45.448186,-75.764473 45.448076,-75.764465 45.44797,-75.76443 45.44786,-75.764373 45.447727
{A7394248-3287-497F-A8C9-230B64E08087}|81017|87|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|944.2|LINESTRING (-75.787195 45.464703,-75.787234 45.464663,-75.787302 45.464626,-75.787357 45.464588,-75.787411 45.464535,-75.787436 45.464472,-75.787459 45.464386,-75.787479 45.464273,-75.787507 45.4641,-75.787519 45.463973,-75.787526 45.463866,-75.787522 45.463745,-75.78751 45.463576,-75.787481 45.463388,-75.78745 45.463241,-75.787427 45.463155,-75.787386 45.463071,-75.787319 45.462966,-75.787234 45.462854,-75.787117 45.462706,-75.787008 45.462597,-75.786921 45.462515,-75.786805 45.462434,-75.786701 45.462375,-75.78656 45.462314,-75.786297 45.462227,-75.786069 45.462151,-75.785853 45.462078,-75.785671 45.462007,-75.785567 45.461949,-75.785491 45.461882,-75.785433 45.461811,-75.785397 45.46174,-75.78538 45.461656,-75.785368 45.461543,-75.785344 45.461454,-75.785308 45.461367,-75.785283 45.461277,-75.785279 45.461203,-75.785296 45.461139,-75.785337 45.46108,-75.785411 45.461026,-75.785493 45.460984,-75.785572 45.460954,-75.785668 45.460922,-75.785721 45.460895,-75.785747 45.460865,-75.785755 45.46083,-75.785735 45.460794,-75.785677 45.460769,-75.785613 45.460766,-75.785526 45.460781,-75.78526 45.460841,-75.785081 45.460877,-75.784951 45.460895,-75.78485 45.460896,-75.784721 45.46091,-75.784526 45.460948,-75.784379 45.460999,-75.784165 45.461089,-75.78404 45.461124,-75.783872 45.461153,-75.783753 45.461154,-75.783634 45.461131,-75.783511 45.461093,-75.783367 45.461034,-75.783203 45.460956,-75.783074 45.460879,-75.782957 45.460791,-75.782885 45.460726,-75.782838 45.46066,-75.782782 45.460588,-75.782713 45.460541,-75.782622 45.460511,-75.782496 45.460463,-75.782382 45.460415,-75.782301 45.460363,-75.782239 45.460303,-75.782208 45.460244,-75.782184 45.460165,-75.78216 45.460031,-75.782127 45.459905,-75.7821 45.459836,-75.782041 45.459737,-75.781955 45.459648,-75.781868 45.459575,-75.781863 45.459571)
{F50B81D9-F046-43E5-8858-461EFC13A0A4}|81017|83|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|522.1|LINESTRING (-75.781299 45.464563,-75.78131 45.464573,-75.781375 45.464623,-75.781431 45.464651,-75.781493 45.464669,-75.781589 45.46468,-75.781698 45.464699,-75.781779 45.464719,-75.781847 45.464748,-75.781918 45.464783,-75.781988 45.464837,-75.782054 45.464885,-75.782151 45.46492,-75.782283 45.46496,-75.782426 45.464999,-75.782607 45.465045,-75.782735 45.465093,-75.782844 45.465146,-75.782965 45.46521,-75.783043 45.465244,-75.783148 45.465281,-75.783271 45.465309,-75.783469 45.465358,-75.783646 45.465403,-75.78372 45.465418,-75.7838 45.465417,-75.783855 45.465408,-75.783903 45.465388,-75.783949 45.465358,-75.784067 45.465264,-75.784181 45.465176,-75.784288 45.465097,-75.784372 45.465034,-75.784469 45.464976,-75.784611 45.464899,-75.784721 45.464844,-75.784868 45.464779,-75.785053 45.464717,-75.785235 45.464663,-75.7854 45.464617,-75.78558 45.464569,-75.785767 45.464533,-75.785899 45.464521,-75.786064 45.464517,-75.786188 45.464525,-75.786337 45.464546,-75.786521 45.464586,-75.786719 45.464636,-75.786878 45.464664,-75.787043 45.464684,-75.787195 45.464703)
{F7137D79-8EEC-4B2C-AFE3-404674A2C8DD}|81017|83|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|144.8|LINESTRING (-75.77963 45.464187,-75.779794 45.464228,-75.779905 45.464273,-75.780029 45.464337,-75.780131 45.464387,-75.78023 45.464421,-75.780313 45.464431,-75.780435 45.464422,-75.780538 45.464406,-75.780618 45.464401,-75.780726 45.464414,-75.780849 45.464426,-75.780927 45.464421,-75.780999 45.464416,-75.781053 45.464416,-75.781108 45.464427,-75.781176 45.464458,-75.781227 45.464493,-75.781274 45.464538,-75.781299 45.464563)
{75792CE6-4815-4A1E-A36F-4DFD0A0F63CB}|81017|252|Piste multifonctionnelle|Oui|Non|T.Q.C|Métal|Ville|0|138.8|LINESTRING (-75.701006 45.45679,-75.701193 45.456622,-75.701666 45.45619,-75.701758 45.456105,-75.701989 45.455891,-75.702073 45.455818,-75.702089 45.4558)
{F53B0D4E-9233-4564-AE83-7FA6F31DA9E3}|81017|252|Piste multifonctionnelle|Oui|Non|T.Q.C|Métal|Ville|0|112.6|LINESTRING (-75.700115 45.457587,-75.700454 45.457286,-75.700806 45.456969,-75.701006 45.45679)
{3737ED27-91AA-4E05-B09B-DD2B0B3432CB}|81017|585|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|134.4|LINESTRING (-75.760304 45.41562,-75.760307 45.415618,-75.760309 45.415616,-75.760311 45.415614,-75.760366 45.415576,-75.760416 45.41554,-75.761523 45.414834,-75.761537 45.414817,-75.761552 45.414793)
{1611E2E9-F686-47D2-A67A-387506FEEEA3}|81017|585|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|38.7|LINESTRING (-75.760431 45.415919,-75.7603 45.415818,-75.760260414593 45.4157545715753,-75.7602611228556 45.4156855170965,-75.760302 45.415623,-75.760302 45.415622,-75.760303 45.415621,-75.760304 45.41562)
{774B3A7C-CF1B-4DB0-9ABB-B61AA9A69D72}|81017|6|Sentier polyvalent|Oui|Non|T.Q.C|Flexible|CCN|3|714.4|LINESTRING (-75.759507 45.414968,-75.759471 45.414999,-75.759272 45.415173,-75.75886 45.415519,-75.758608 45.415732,-75.758386 45.415925,-75.758167 45.416107,-75.757915 45.416326,-75.757702 45.41649,-75.757506 45.416642,-75.757246 45.416799,-75.757034 45.416934,-75.756777 45.41707,-75.756529 45.417186,-75.756305 45.41729,-75.756125 45.417386,-75.755942 45.417473,-75.755788 45.417561,-75.755552 45.417717,-75.755283 45.417911,-75.755082 45.418044,-75.75489 45.418158,-75.754695 45.41826,-75.754486 45.418347,-75.754312 45.418408,-75.753903 45.418525,-75.753542 45.418603,-75.753192 45.41864,-75.752972 45.418649,-75.752667 45.418662,-75.752421 45.418662)
{76F0801E-EFF0-4762-BF1E-24F58060D574}|81017|6|Sentier polyvalent|Oui|Non|T.Q.C|Flexible|CCN|3|554.0|LINESTRING (-75.763619 45.412009,-75.763394 45.412116,-75.76327 45.412208,-75.763157 45.412321,-75.763071 45.412422,-75.763043 45.412502,-75.763057 45.412587,-75.763115 45.412645,-75.763472 45.412907,-75.763497 45.412988,-75.763487 45.413079,-75.763436 45.413183,-75.76335 45.413282,-75.763235 45.413356,-75.763087 45.413404,-75.762938 45.413436,-75.762732 45.413462,-75.762591 45.4135,-75.76242 45.413553,-75.762252 45.413615,-75.762132 45.413662,-75.762025 45.413713,-75.761905 45.41376,-75.761804 45.413825,-75.761715 45.413913,-75.761652 45.414033,-75.761595 45.414133,-75.761494 45.414217,-75.761318 45.414288,-75.761109 45.414359,-75.760935 45.414393,-75.760809 45.414378,-75.760634 45.414367,-75.760414 45.414345,-75.760317 45.414348,-75.760223 45.41438,-75.760135 45.414436,-75.759939 45.414597,-75.759708 45.414798,-75.759527 45.414951,-75.759507 45.414968)
{6CA57135-B7BE-4D88-95E5-DEF1E67C1B67}|81017|27|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|908.2|LINESTRING (-75.778712 45.430319,-75.778776 45.430364,-75.778859 45.430422,-75.779136 45.43055,-75.779333 45.430617,-75.779585 45.430673,-75.779852 45.430691,-75.780043 45.430688,-75.780316 45.430643,-75.780783 45.430552,-75.781273 45.430469,-75.781758 45.430402,-75.782307 45.430342,-75.782771 45.430305,-75.783196 45.430284,-75.783628 45.430265,-75.784107 45.430261,-75.784565 45.430273,-75.785131 45.430302,-75.786513 45.430357,-75.789 45.430491,-75.789983 45.430546,-75.790094 45.430552)
{FCF79A49-E83D-4DA4-A997-356A0F7D7080}|81017|931|Piste multifonctionnelle|Non|Non|T.Q.C|Flexible|Ville|0|128.9|LINESTRING (-75.677233 45.473628,-75.677223 45.473564,-75.677196 45.473387,-75.6771784431233 45.4733084337909,-75.6771510373732 45.4732312298896,-75.677114 45.473156,-75.676902 45.472778,-75.676889 45.472749,-75.676881 45.472718,-75.676856 45.472575,-75.676856 45.472568,-75.676857 45.472559,-75.67686 45.472552,-75.676864 45.472544,-75.676871 45.472538,-75.676878 45.472532,-75.676887 45.472527,-75.676901 45.472522)
{32B262AE-E451-447F-8179-166C8B09A604}|81017|935|Piste multifonctionnelle|Non|Non|T.Q.C|À compléter|Ville|0|401.6|LINESTRING (-75.802442 45.42596,-75.802552 45.425593,-75.802637 45.425307,-75.802641 45.425294,-75.8026553381444 45.4251989964306,-75.8026425027058 45.4251037240815,-75.802603 45.425012,-75.8022 45.424334,-75.802058 45.424095,-75.802057 45.424092,-75.801767 45.423605,-75.8016938946839 45.4234546724792,-75.8016486462731 45.4232991521283,-75.801632 45.423141,-75.801636 45.423048,-75.8016395021848 45.4230162458546,-75.8016441697026 45.4229845721114,-75.80165 45.422953,-75.8017 45.422712,-75.8017386511578 45.4226474241677,-75.8018181413779 45.4226052980153,-75.801917 45.422597)
{C596039E-5F48-4855-8017-77AF7608E591}|81017|971|Bande cyclable|Non|Oui|À compléter|Flexible|Ville|0|165.9|LINESTRING (-75.74201 45.42232,-75.741943 45.421797,-75.741923 45.421654,-75.741766 45.420837)
{5EC975F0-99FE-4E32-9691-2CE1A0EEC898}|81017|941|Sentier polyvalent|Non|Non|T.Q.C|À compléter|Ville|0|337.9|LINESTRING (-75.795801 45.431149,-75.7952575752215 45.4312646634247,-75.7947048518919 45.4313561163711,-75.794145 45.431423,-75.7936393872819 45.431445667394,-75.7931326642888 45.4314449997766,-75.792627 45.431421,-75.791534 45.431377)
{D7D1E83F-9CBD-4444-82CC-8BC820710470}|81017|924|Sentier polyvalent|Non|Non|T.Q.C|Flexible|Ville|0|655.5|LINESTRING (2 48,-75.796042 45.43887,-75.796768 45.439128,-75.7968115222838 45.4391398212873,-75.7968573629255 45.4391458870205,-75.796904 45.439146,-75.79697815671 45.4391439589472,-75.7970503226606 45.4391562725305,-75.797115 45.439182,-75.7971539101877 45.4392051012273,-75.7971960682037 45.4392251764682,-75.797241 45.439242,-75.797275 45.439251,-75.797309 45.43926,-75.797343 45.439269,-75.797423 45.439296,-75.797502 45.439323,-75.797581 45.43935,-75.7976505108215 45.439371459551,-75.7977260112115 45.4393766271406,-75.7978 45.439365,-75.79783 45.439355,-75.797861 45.439345,-75.797892 45.439334,-75.7979822640115 45.439301851033,-75.7980782850237 45.4392793563398,-75.798178 45.439267,-75.798297891893 45.4392672230904,-75.7984166327509 45.439278961414,-75.798532 45.439302,-75.798623 45.439327,-75.798707 45.439346,-75.798795 45.439356,-75.798855 45.439366,-75.799145 45.439435,-75.799302 45.439463,-75.799903 45.439563,-75.7999352449225 45.4395679754839,-75.7999663999373 45.4395756805269,-75.799996 45.439586,-75.800037 45.439609,-75.800077 45.439633,-75.800117 45.439658,-75.8001466110266 45.4396726991654,-75.8001822773567 45.4396769791188,-75.800217 45.43967,-75.800319 45.439638,-75.800421 45.439607,-75.800525 45.439578,2 45,-75.801646 45.439519,-75.8017056931621 45.4395040533803,-75.8017611757866 45.4394825332906,-75.801811 45.439455,-75.801864 45.439426,-75.801916 45.439397,-75.801969 45.439368,-75.8020293991773 45.4393292891777,-75.8020964437869 45.4392964373083,-75.802169 45.43927,-75.8022664781462 45.439237117571,-75.8023669733831 45.4392090747872,-75.80247 45.439186,-75.802543 45.439168,-75.802617 45.43915,-75.802692 45.439134,-75.802753 45.439121,-75.802813 45.439107,-75.802873 45.439092,-75.8029143431502 45.4390828291693,-75.802952467497 45.4390683217212,-75.802986 45.439049,-75.8030468748693 45.4390342534833,-75.8031108245909 45.4390288397708,-75.803175 45.439033,-75.803336 45.439065,-75.8033708252137 45.439070673589,-75.803406295135 45.4390736854027,-75.803442 45.439074,-75.803543 45.439071,-75.8035832267516 45.4390685116392,-75.8036215527157 45.4390596954775,-75.803656 45.439045,-75.80368 45.439022,-75.803702 45.438999,-75.803723 45.438974,-75.8037437159768 45.4389619306654,-75.8037665134504 45.4389518770996,-75.803791 45.438944,-75.8038554687731 45.4389395138167,-75.8039201997373 45.4389375119332,-75.803985 45.438938,-75.804171 45.439093,-75.80419 45.439179,-75.804729 45.439236)
{F8999B00-A5B0-4554-8016-6DBAA5813B7A}|81017|942|Piste multifonctionnelle|Non|Non|T.Q.C|À compléter|Ville|0|125.7|LINESTRING (-75.856748 45.409448,-75.856942 45.410571)
{5E59F059-268D-4E92-B0DA-D53BC2E1F6CA}|81017|833|Piste multifonctionnelle||Non|T.Q.C|Flexible|Ville|0|280.6|LINESTRING (-75.856971 45.410741,-75.856995 45.410951,-75.856995425033 45.4110354734673,-75.8569907575804 45.4111198576383,-75.856981 45.411204,-75.856966 45.411303,-75.8569627526987 45.4113262848635,-75.8569604199499 45.4113496241601,-75.856959 45.411373,-75.8569581664112 45.41139532426,-75.8569581654379 45.4114176627253,-75.856959 45.41144,-75.857003 45.411752,-75.857018 45.411862,-75.857111 45.412548,-75.857129754925 45.4126509901259,-75.8571655878959 45.4127517913882,-75.857218 45.412849,-75.857464 45.413209)
