"MUNID","CODEID","TYPE","ROUTE_VERT","DIREC_UNIQ","STATUT","REVETEMENT","PROPRIO","LARGEUR","LONGUEUR","ENTITEID","GEOM"
"81017","1119","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1654.0","{126680E1-6D3E-41B2-9C4E-804562B17C84}","LINESTRING (-75.898585 45.421241,-75.899689 45.427361,-75.899869 45.42769,-75.900317 45.428132,-75.900393 45.428695,-75.900217 45.428992,-75.899874 45.429363,-75.899802 45.429633,-75.899648 45.430019,-75.899818 45.430344,-75.900165 45.43085,-75.900408 45.431181,-75.900935 45.434523,-75.90113 45.435685)"
"81017","1422","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","410.9","{DC23AF04-1F2A-446C-9AAF-175F8659DED2}","LINESTRING (-75.73635 45.428943,-75.736206 45.431715,-75.73616 45.431916,-75.73586 45.432005,-75.735623 45.432158,-75.73564 45.432269,-75.735644 45.432421)"
"81017","1190","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","2758.8","{7E5091E8-51BB-4494-9D3A-1635864FBFDA}","LINESTRING (-75.710424 45.487916,-75.706342 45.48818,-75.697669 45.488833,-75.688904 45.489473,-75.675326 45.490521)"
"81017","1462","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","93.1","{C5CC328A-ED27-44FB-A4DC-82F2012FBD62}","LINESTRING (-75.835626 45.395626,-75.83574 45.396461)"
"81017","1167","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1189.7","{5AB2D572-8C30-4E05-B1BD-CB99E13AF90C}","LINESTRING (-75.495557 45.522431,-75.495339 45.522489,-75.495198 45.52258,-75.494065 45.523339,-75.493925 45.523414,-75.493722 45.523503,-75.493202 45.523648,-75.491211 45.524128,-75.489561 45.524461,-75.488608 45.52464,-75.48624 45.525161,-75.485739 45.525275,-75.485377 45.525354,-75.485046 45.525468,-75.484668 45.525592,-75.484139 45.525799,-75.483057 45.526325,-75.482522 45.526588,-75.481933 45.526866)"
"81017","1494","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","936.4","{AE3BBD48-5B76-4E80-AD47-E97E678247E1}","LINESTRING (-75.796089 45.434047,-75.796012 45.434134,-75.795845 45.434215,-75.795618 45.434256,-75.795361 45.434436,-75.795238 45.434531,-75.794824 45.434753,-75.79409 45.435156,-75.793804 45.43531,-75.793668 45.435372,-75.793548 45.435416,-75.793382 45.435464,-75.793247 45.435492,-75.793053 45.435518,-75.792885 45.435528,-75.791664 45.435613,-75.790868 45.435666,-75.790635 45.435682,-75.790491 45.435695,-75.790407 45.435707,-75.790361 45.435714,-75.790279 45.435736,-75.7902 45.435757,-75.790094 45.435788,-75.789981 45.435826,-75.789851 45.435875,-75.789766 45.43591,-75.789644 45.435963,-75.788642 45.436441,-75.788324 45.436592,-75.7878 45.436842,-75.787369 45.437059,-75.787094 45.43721,-75.786788 45.437378,-75.786574 45.437495,-75.786002 45.437827,-75.785852 45.43792)"
"81017","1446","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","277.9","{FA01F11F-0FC6-451C-91FD-FC04A9B94A1F}","LINESTRING (-75.719808 45.425053,-75.721478 45.424978,-75.722256 45.424931,-75.72235 45.424856,-75.722353 45.424755,-75.722497 45.424687,-75.722536 45.42466,-75.722594 45.424646,-75.722633 45.424652,-75.722742 45.424672,-75.723086 45.424579)"
"81017","1322","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1420.2","{94E3A7DF-AAD9-411E-966F-21E766E07798}","LINESTRING (-75.581822 45.505748,-75.575466 45.506241,-75.574808 45.506292,-75.573034 45.506601,-75.572113 45.506962,-75.572016 45.507351,-75.572078 45.508185,-75.572508 45.51065,-75.569602 45.511024)"
"81017","1478","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","299.4","{5B5523C3-6794-4096-9739-1B12C443C5BE}","LINESTRING (-75.639296 45.476959,-75.643121 45.47709)"
"81017","1203","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","524.2","{2B01AECF-1765-4899-BA31-D2A9B11D85D1}","LINESTRING (-75.743851 45.443297,-75.747297 45.443147,-75.750424 45.442989,-75.75051 45.44304)"
"81017","1118","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","6428.9","{1BB0DDA8-21B2-4CDC-AC31-4DC576E0D66E}","LINESTRING (-75.819409 45.441736,-75.853459 45.439324,-75.880223 45.437332,-75.90113 45.435685)"
"81017","1327","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1398.1","{6A25BD5A-E6B3-4C1B-AA03-72BB4570F798}","LINESTRING (-75.41316 45.574761,-75.413106 45.574914,-75.412958 45.576394,-75.412847 45.577513,-75.412707 45.578919,-75.412603 45.57996,-75.412479 45.581203,-75.412477 45.581225,-75.412516 45.58131,-75.412928 45.581787,-75.414121 45.583167,-75.415537 45.58481,-75.416593 45.586028,-75.416949 45.586447)"
"81017","1308","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","92.9","{41154F1B-E1D7-4DDC-8DC1-CE087A3ED51D}","LINESTRING (-75.744557 45.438655,-75.74337 45.438653)"
"81017","1646","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","700.1","{C464D186-8F3A-484E-AA83-2CE19989A82F}","LINESTRING (-75.731234 45.440425,-75.731402 45.43742,-75.731977 45.437409,-75.73212 45.434523)"
"81017","1345","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","532.3","{045D1694-1242-4688-A098-CE43CB5F5D25}","LINESTRING (-75.799705 45.402463,-75.799448 45.402554,-75.797043 45.403411,-75.796304 45.403673,-75.796245 45.403694,-75.795708 45.403883,-75.793627 45.40461)"
"81017","1289","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","263.5","{4FA2327F-1808-430C-9B85-82025455DF2D}","LINESTRING (-75.801218 45.399958,-75.8006882616239 45.40005443407592,-75.80022210000291 45.40025559071061,-75.79986 45.400544,-75.79976 45.40067,-75.7996773475033 45.40077234035901,-75.79958998309839 45.40087270938909,-75.799498 45.400971,-75.79932595574562 45.401096034323366,-75.79912991083098 45.40120211342101,-75.798914 45.401287,-75.79882571283258 45.4013007769483,-75.7987359931743 45.40129208318296,-75.798656 45.401262)"
"81017","1510","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","757.7","{77CC7F87-007B-48B8-BE26-B7FB012B5CD2}","LINESTRING (-75.856942 45.410571,-75.857623 45.410507,-75.85769 45.410501,-75.85775147063588 45.4104965683808,-75.85781318527836 45.410494233232164,-75.857875 45.410494,-75.858094 45.410498,-75.858237 45.4105,-75.859096 45.410511,-75.859451 45.410516,-75.859505 45.410517,-75.85956544663232 45.410516816685785,-75.85962581666791 45.410514815469135,-75.859686 45.410511,-75.860879 45.41042,-75.861111 45.410402,-75.862773 45.410275,-75.863011 45.410257,-75.863374 45.410229,-75.863515 45.410218,-75.86370420931388 45.410211007438285,-75.86389323702134 45.410221062103574,-75.864079 45.410248,-75.864303 45.410292,-75.864733 45.410375,-75.865983 45.410617,-75.866074 45.410633,-75.86621235639238 45.410667157323765,-75.86634398620413 45.41071270860722,-75.866467 45.410769)"
"81017","1241","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","232.0","{3AA52E96-148A-455B-901F-6804404B4392}","LINESTRING (-75.864365 45.404016,-75.864284 45.403884,-75.864188 45.403602,-75.864219 45.403449,-75.863066 45.402923,-75.862608 45.402733,-75.862616 45.402644,-75.86265 45.40258)"
"81017","1309","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","816.2","{6FEAD7DC-CC5B-4066-8707-1FF8FA7B7F96}","LINESTRING (-75.629424 45.503248,-75.629483 45.504118,-75.629689 45.50546,-75.629767 45.505692,-75.630153 45.506077,-75.630436 45.506207,-75.630756 45.506283,-75.63111 45.506304,-75.63199 45.506323,-75.633062 45.506348,-75.634557 45.506383,-75.635053 45.506394,-75.636349 45.506307)"
"81017","1238","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","4887.8","{F280A9A9-240F-442C-9994-D5F963EEC3C8}","LINESTRING (-75.898585 45.421241,-75.890047 45.415199,-75.886195 45.412423,-75.882941 45.410561,-75.880502 45.409432,-75.878038 45.4084,-75.871413 45.405869,-75.870194 45.405417,-75.869372 45.405112,-75.868665 45.40486,-75.868132 45.404653,-75.867197 45.404293,-75.866601 45.404073,-75.865936 45.403816,-75.865184 45.403534,-75.863853 45.403042,-75.862892 45.402685,-75.861969 45.40233,-75.860057 45.401622,-75.858919 45.401191,-75.857943 45.400708,-75.857332 45.400387,-75.857013 45.400199,-75.856746 45.399972,-75.856157 45.39953,-75.855371 45.398891,-75.855065 45.398708,-75.854998 45.398226,-75.85487 45.398236,-75.854823 45.398102,-75.85466 45.397773,-75.854522 45.397453,-75.854379 45.397116,-75.854283 45.396615,-75.854103 45.395978,-75.853938 45.395398,-75.853809 45.395099,-75.85355 45.394649,-75.853434 45.394474,-75.853239 45.394355,-75.853116 45.394264,-75.853021 45.393604,-75.853002 45.393489)"
"81017","1235","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","637.0","{D0CD2F01-7F4E-4F2E-97BB-DA0A8D3B6824}","LINESTRING (-75.840889 45.394304,-75.840862 45.394135,-75.840828 45.393926,-75.840795 45.393732,-75.840742 45.393393,-75.840637 45.392782,-75.840557 45.392109,-75.840474 45.391435,-75.840403 45.390809,-75.840318 45.390157,-75.840232 45.389537,-75.840203 45.389315,-75.8405 45.389105,-75.840672 45.389003,-75.840869 45.388875,-75.84091 45.388806)"
"81017","1336","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","619.0","{8E2D83E0-C768-42E0-9181-1469B4109BF5}","LINESTRING (-75.407472 45.580659,-75.406941 45.575102)"
"81017","1492","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","193.3","{6914D486-A523-422A-9621-1CD06F9DF6F9}","LINESTRING (-75.690002 45.477387,-75.690699 45.477374,-75.691201 45.477366,-75.691787 45.477325,-75.692278 45.477284,-75.692464 45.477255)"
"81017","1110","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","4981.6","{5AD1E109-E93D-41E2-9DF7-1236E446C4C9}","LINESTRING (-75.679275 45.520849,-75.679522 45.522495,-75.67812 45.522797,-75.674821 45.523676,-75.672965 45.524834,-75.672053 45.526749,-75.670928 45.528325,-75.669737 45.529279,-75.667678 45.529466,-75.635223 45.5324,-75.633828 45.532287,-75.633761 45.531863,-75.6336 45.530902,-75.633455 45.530033,-75.632864 45.529532,-75.631757 45.529312,-75.630443 45.52905,-75.628654 45.52888,-75.626598 45.529088)"
"81017","1222","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","736.4","{B3A673EB-E505-4979-9656-A26A5335CB02}","LINESTRING (-75.794675 45.413298,-75.794475 45.411931,-75.794199 45.410039,-75.793888 45.407801,-75.793819 45.4067)"
"81017","1313","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","362.4","{72813A49-40FE-46B3-8CF4-379C9D4EB28D}","LINESTRING (-75.694801 45.46352,-75.698695 45.461751)"
"81017","1264","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","404.0","{A48B83BF-CB22-4D77-A5A4-C4609FB26EB1}","LINESTRING (-75.799794 45.433896,-75.799785 45.433859,-75.799781 45.433819,-75.799774 45.433794,-75.799766 45.433767,-75.799766 45.433726,-75.799766 45.433568,-75.79985 45.432971,-75.800257 45.432345,-75.801593 45.431872,-75.802178 45.431768,-75.802943 45.431726)"
"81017","1427","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","388.1","{FCFAA918-E2D2-4FCB-A70F-ECCD30BD4F51}","LINESTRING (-75.678511 45.488434,-75.683453 45.488094)"
"81017","1357","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","110.3","{07FE10B3-E7EE-4384-9971-42617250F045}","LINESTRING (-75.806456 45.401355,-75.806276 45.400371)"
"81017","1122","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","2138.0","{DF0E4799-A95A-4AFC-8884-7ED5CCDADBA7}","LINESTRING (-75.872857 45.404943,-75.875381 45.405931,-75.875854 45.405945,-75.879543 45.407406,-75.880639 45.407682,-75.88282 45.407606,-75.883404 45.407813,-75.883455 45.408387,-75.883702 45.408553,-75.884103 45.40862,-75.886842 45.40968,-75.888323 45.410481,-75.889314 45.410929,-75.889575 45.411648,-75.889797 45.412088,-75.890899 45.413283,-75.891375 45.415692,-75.89149 45.416239)"
"81017","1548","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1775.3","{6D223B0F-A089-457C-AF8C-93270E7AC0B1}","LINESTRING (-75.646066 45.524296,-75.643659 45.508411)"
"81017","1248","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","2579.3","{05E85474-4004-485A-B009-58928EE6ABE8}","LINESTRING (-75.838019 45.395494,-75.833019 45.39577,-75.830664 45.39594,-75.827337 45.396176,-75.82502 45.396352,-75.822212 45.396577,-75.819817 45.39677,-75.817315 45.396973,-75.816062 45.397072,-75.815449 45.397158,-75.814731 45.397366,-75.808968 45.399416,-75.806276 45.400371)"
"81017","1521","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","63.6","{34B9C78B-4691-4AC9-AC80-655B3EAD8076}","LINESTRING (-75.83388 45.400634,-75.833685 45.400683,-75.833438 45.400795,-75.833135 45.400849)"
"81017","1474","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","537.1","{201150BD-88EF-497C-8D43-BCDCF2CB5360}","LINESTRING (-75.692464 45.477255,-75.693035 45.477202,-75.693906 45.477721,-75.694865 45.476902,-75.698492 45.47664)"
"81017","1480","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1545.4","{B15C2391-05C3-46AE-9803-C0A3463D1424}","LINESTRING (-75.736061 45.450128,-75.738925 45.452538,-75.73946 45.453006,-75.742131 45.456469,-75.742298 45.456798,-75.742381 45.457209,-75.742372 45.457429,-75.74231 45.457708,-75.741661 45.459412,-75.740262 45.462448)"
"81017","1542","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","135.8","{95DA2AC3-4B5C-4869-880E-B37DA05C71ED}","LINESTRING (-75.655406 45.48356,-75.653993 45.483647,-75.65396 45.483424)"
"81017","1448","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","943.7","{A8139C64-B470-4D8B-8B7C-1E20C569578A}","LINESTRING (-75.715723 45.430126,-75.716465 45.430187,-75.71676 45.430281,-75.716937 45.430461,-75.717108 45.430631,-75.717293 45.43069,-75.717503 45.43069,-75.718557 45.430653,-75.720315 45.430599,-75.72177 45.430534,-75.723512 45.430461,-75.725762 45.430362,-75.725964 45.43033,-75.726089 45.430275,-75.726171 45.430212,-75.726387 45.429867,-75.726656 45.429422)"
"81017","1481","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1060.7","{B649E403-87B0-41C0-9374-D0AAE688F47A}","LINESTRING (-75.740262 45.462448,-75.738465 45.466624,-75.738383 45.466703,-75.738318 45.466745,-75.73825 45.466844,-75.738212 45.466898,-75.738144 45.466942,-75.738078 45.466984,-75.737976 45.467203,-75.737904 45.467358,-75.737929 45.4674,-75.737962 45.467456,-75.737954 45.467492,-75.737941 45.467548,-75.737923 45.467623,-75.737888 45.467885,-75.737871 45.46809,-75.737868 45.468182,-75.737846 45.468808,-75.737942 45.469203,-75.738032 45.4695,-75.738417 45.470903,-75.738658 45.471618)"
"81017","1205","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1133.1","{9368D622-00D9-4237-B7E4-946B24FE1EDA}","LINESTRING (-75.741693 45.459636,-75.741117 45.459519,-75.740598 45.459139,-75.740363 45.458858,-75.739261 45.456933,-75.737814 45.454335,-75.737518 45.453812,-75.737078 45.453187,-75.7367 45.452785,-75.735291 45.451597,-75.735087 45.451431,-75.734745 45.450941)"
"81017","1277","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","1715.2","{B7ECF666-7166-486F-88B0-690825BF14D6}","LINESTRING (-75.829039 45.406738,-75.823768 45.407153,-75.822994 45.40706,-75.82258 45.406911,-75.822151 45.40676,-75.818727 45.407091,-75.818424 45.407307,-75.818126 45.40752,-75.817285 45.407626,-75.807639 45.408431)"
"81017","1283","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","1.5","1278.5","{9759335F-CC7D-48FB-8CEB-54622CBE10FA}","LINESTRING (-75.822826 45.384777,-75.822824 45.384906,-75.822928 45.385623,-75.823083 45.386709,-75.8232 45.387538,-75.823314 45.388354,-75.823409 45.389042,-75.823499 45.389685,-75.823599 45.390358,-75.823645 45.390673,-75.823735 45.391313,-75.823835 45.391991,-75.823966 45.392897,-75.824057 45.393519,-75.82424 45.394816,-75.824289 45.395127,-75.824367 45.395677,-75.82444 45.396224)"
"81017","1310","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","557.0","{324AAF06-4BA3-428C-AFC2-F3EED68ED217}","LINESTRING (-75.64319 45.505459,-75.640928 45.505623,-75.640293 45.505622,-75.639946 45.505587,-75.639399 45.505518,-75.638896 45.505539,-75.638547 45.505602,-75.638213 45.505698,-75.637745 45.505902,-75.637196 45.506153,-75.636857 45.506257,-75.636349 45.506307)"
"81017","1512","À compléter","À compléter","À compléter","Plan d'ensemble","À compléter","À compléter","0","861.2","{2AD8951C-1374-40F9-A05D-6688FA29D9AC}","LINESTRING (-75.856629 45.409047,-75.856568 45.408695,-75.856475 45.407999,-75.856374 45.407344,-75.85633 45.407124,-75.856319 45.407009,-75.856269 45.406876,-75.856203 45.406797,-75.855975 45.406644,-75.855469 45.406281,-75.854712 45.40577,-75.854572 45.405665,-75.854543 45.405612,-75.854545 45.405519,-75.854573 45.405368,-75.854794 45.404398,-75.855105 45.403078,-75.85531 45.402142,-75.85545 45.401953,-75.855516 45.401894)"
"81017","1561","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","242.1","{8F8DE622-AB80-48F1-9A6E-1DE0006A2F44}","LINESTRING (-75.791541 45.43995,-75.791555 45.440073,-75.791586 45.440363,-75.791619 45.440588,-75.791622 45.440649,-75.791629 45.440709,-75.791634 45.440794,-75.791642 45.440869,-75.791659 45.440936,-75.791666 45.440975,-75.79167 45.441,-75.791676 45.441051,-75.791679 45.441125,-75.79168 45.44116,-75.791692 45.441233,-75.79171 45.441299,-75.791726 45.441347,-75.791753 45.441429,-75.791762 45.441487,-75.791768 45.441553,-75.791765 45.441619,-75.791754 45.441685,-75.791754 45.441686,-75.791746 45.441739,-75.791749 45.441769,-75.79176 45.441839,-75.791785 45.441904,-75.791804 45.441948,-75.791892 45.4421)"
"81017","1562","À compléter","Non","À compléter","Plan d'ensemble","À compléter","À compléter","0","81.3","{78451C89-D711-444C-B473-3D1E713A0D00}","LINESTRING (-75.791147 45.441745,-75.791378 45.442012,-75.791422 45.442065,-75.791441 45.442088,-75.791443 45.442092,-75.791447 45.442096,-75.791451 45.442099,-75.791456 45.442102,-75.791461 45.442105,-75.791467 45.442107,-75.791473 45.442108,-75.791479 45.442109,-75.791486 45.442109,-75.791492 45.442109,-75.791621 45.442113,-75.791673 45.442115,-75.791725 45.442118,-75.791778 45.442121,-75.791788 45.442122,-75.791799 45.442122,-75.79181 45.442122,-75.791821 45.442121,-75.791831 45.442119,-75.791842 45.442117,-75.791865 45.442111,-75.791892 45.4421)"
"81017","1560","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","50.9","{07050CC6-4D5F-48B6-873E-0B34FB530C7B}","LINESTRING (-75.791541 45.43995,-75.791603 45.439933,-75.791652 45.439922,-75.79171395197291 45.439915247499016,-75.79177579605512 45.439922848447665,-75.791831 45.439944,-75.791882 45.439973,-75.791923 45.439993,-75.792019 45.440052,-75.792097 45.440098)"
"81017","1559","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","564.0","{336B198E-6321-45E5-89A8-F26572D8AE26}","LINESTRING (-75.791541 45.43995,-75.791514 45.439775,-75.791485 45.439596,-75.791427 45.439131,-75.791358 45.438665,-75.79132 45.438293,-75.79131351353321 45.43823828495999,-75.79131518631416 45.438183417744696,-75.791325 45.438129,-75.79133869006344 45.4381001894892,-75.79135710875742 45.43807272889089,-75.79138 45.438047,-75.79140303276539 45.43802813174962,-75.79142916166163 45.43801138245716,-75.791458 45.437997,-75.791846 45.43785,-75.792008 45.437777,-75.79205118957348 45.43774874252683,-75.79208625255873 45.43771536526203,-75.792112 45.437678,-75.792133 45.437642,-75.792161 45.43759,-75.79219077174382 45.43753936417188,-75.7922204384315 45.43748869746933,-75.79225 45.437438,-75.79227094034297 45.4373735048952,-75.792288282502 45.437308471798865,-75.792302 45.437243,-75.792304 45.437224,-75.79232 45.437088,-75.79231686836447 45.43706007844636,-75.79230745471351 45.43703284609895,-75.792292 45.437007,-75.792213 45.43693,-75.792206 45.436923,-75.791929 45.436673,-75.791723 45.436498,-75.79165639791727 45.436447390455115,-75.79158352762128 45.436401261552156,-75.791505 45.43636,-75.791373 45.436298,-75.791233 45.436247,-75.791087 45.436193,-75.79103492790735 45.43616091836065,-75.79100035130956 45.43611873491133,-75.790987 45.436071,-75.790935 45.435723,-75.790919 45.4356)"
"81017","1613","Autre","Non","Non","T.Q.C","Autre","À compléter","0","842.5","{75DB575B-9D1E-4A2D-8602-6A6A05DBE0D2}","LINESTRING (-75.829564 45.415962,-75.82951 45.416048,-75.829511 45.416108,-75.829554 45.416173,-75.829546 45.416256,-75.829511 45.416332,-75.82944 45.416406,-75.829352 45.416461,-75.829306 45.416494,-75.829294 45.416565,-75.82937 45.417106,-75.829356 45.417579,-75.829425 45.417903,-75.829506 45.418425,-75.829554 45.41872,-75.829583 45.418993,-75.829625 45.41914,-75.829613 45.419319,-75.829477 45.419398,-75.829209 45.419486,-75.828935 45.419579,-75.828706 45.419611,-75.828561 45.419667,-75.828407 45.419704,-75.828247 45.4199,-75.828245 45.419971,-75.82814 45.420092,-75.828029 45.420267,-75.827906 45.420358,-75.827844 45.420415,-75.827796 45.420578,-75.827681 45.420727,-75.827526 45.420956,-75.827365 45.421167,-75.82718 45.421532,-75.827237 45.421643,-75.827116 45.421753,-75.826852 45.421858,-75.826699 45.422042,-75.826674 45.422083,-75.826685 45.422301,-75.826707 45.422394,-75.826576 45.422446)"
"81017","1602","Autre","Non","Non","T.Q.C","Autre","À compléter","0","288.1","{95CD49A6-2561-40DE-87C7-0B3DB2001777}","LINESTRING (-75.837165 45.421637,-75.83687 45.42176,-75.836694 45.421889,-75.83664 45.422064,-75.836622 45.422255,-75.83665 45.422379,-75.836666 45.422487,-75.836558 45.422599,-75.836612 45.422642,-75.836816 45.422446,-75.836915 45.422377,-75.836997 45.42235,-75.837046 45.422266,-75.837069 45.422247,-75.837215 45.422256,-75.837394 45.422209,-75.837296 45.422111,-75.837249 45.422033,-75.837198 45.421903,-75.837131 45.421772,-75.837165 45.421637)"
"81017","1572","Sentier de randonnée","Non","À compléter","À compléter","À compléter","CCN","0","556.6","{1F694066-C5F6-49DE-96E6-5C9D8B5B6D79}","LINESTRING (-75.784394 45.459401,-75.78431 45.459289,-75.784243 45.459208,-75.784223 45.459175,-75.784207 45.459138,-75.784154 45.458962,-75.784141 45.458932,-75.784083 45.45883,-75.783962 45.458661,-75.783944 45.458636,-75.783941 45.458613,-75.783945 45.458302,-75.783944 45.458182,-75.783932 45.458087,-75.783868 45.457885,-75.783854 45.45781,-75.783847 45.457736,-75.783833 45.45762,-75.783826 45.45745,-75.78382 45.457332,-75.78383 45.457291,-75.783846 45.457247,-75.783857 45.457128,-75.783869 45.45709,-75.783887 45.457035,-75.78391 45.456983,-75.783934 45.456945,-75.783954 45.456921,-75.784048 45.456847,-75.784407 45.456607,-75.784561 45.456511,-75.78495 45.456267,-75.785028 45.45623,-75.785276 45.456135,-75.785389 45.456104,-75.7855 45.456082,-75.78588 45.456007,-75.785957 45.455988,-75.786042 45.455962,-75.786226 45.455891,-75.786561 45.455769,-75.786786 45.455688,-75.786859 45.455661)"
"81017","1582","Sentier de randonnée","Non","À compléter","À compléter","À compléter","CCN","0","451.9","{1319C7DC-5241-4A83-9B1D-330A6617672E}","LINESTRING (-75.851743 45.4774,-75.851751 45.477448,-75.851753 45.477478,-75.851747 45.477517,-75.851712 45.477594,-75.851609 45.477762,-75.851536 45.477855,-75.851511 45.477886,-75.851501 45.477907,-75.851429 45.478123,-75.851395 45.47821,-75.851375 45.478242,-75.851315 45.478324,-75.851286 45.47835,-75.851096 45.478474,-75.851067 45.478488,-75.850897 45.478548,-75.850868 45.478562,-75.850752 45.47864,-75.850653 45.478721,-75.850635 45.478743,-75.850493 45.478946,-75.850458 45.478979,-75.850417 45.479005,-75.850329 45.479038,-75.850296 45.479046,-75.850272 45.479049,-75.85019 45.479063,-75.850154 45.479072,-75.850031 45.479116,-75.849995 45.479133,-75.849964 45.479149,-75.849918 45.479187,-75.849845 45.479265,-75.849808 45.479295,-75.849733 45.479353,-75.849691 45.479385,-75.849584 45.479494,-75.849543 45.479531,-75.849449 45.479596,-75.849417 45.479613,-75.849293 45.479673,-75.849265 45.479695,-75.849167 45.479806,-75.849126 45.479862,-75.849028 45.479987,-75.848943 45.480111,-75.848836 45.480231,-75.848766 45.480316,-75.848717 45.480394,-75.848657 45.480479,-75.848654 45.480496,-75.848657 45.480623)"
"81017","1592","Sentier de randonnée","Non","À compléter","À compléter","À compléter","CCN","0","239.7","{7A8C8F98-44DF-4E32-9798-09AB380307E2}","LINESTRING (-75.846838 45.485273,-75.84682 45.485323,-75.846809 45.485356,-75.846805 45.48539,-75.846809 45.485423,-75.846811 45.485434,-75.846816 45.485445,-75.846823 45.485454,-75.846832 45.485463,-75.846843 45.485471,-75.846855 45.485478,-75.846869 45.485483,-75.846884 45.485486,-75.846899 45.485488,-75.846915 45.485487,-75.846931 45.485488,-75.846946 45.48549,-75.846961 45.485494,-75.846974 45.4855,-75.846987 45.485507,-75.846997 45.485515,-75.847014 45.485522,-75.847029 45.485531,-75.847042 45.485541,-75.847052 45.485552,-75.84706 45.485565,-75.847065 45.485578,-75.847067 45.485591,-75.847083 45.485708,-75.847099 45.485813,-75.847129 45.485858,-75.847167 45.4859,-75.847212 45.485938,-75.847264 45.485972,-75.847322 45.486001,-75.847384 45.486024,-75.847432 45.486033,-75.847482 45.486037,-75.847531 45.486035,-75.84758 45.486028,-75.847666 45.485993,-75.847749 45.485954,-75.847829 45.485912,-75.847897 45.485883,-75.847961 45.485849,-75.847996 45.485828,-75.848026 45.485804,-75.84805 45.485777,-75.848067 45.485747,-75.848078 45.485716,-75.848073 45.485664,-75.848062 45.485611,-75.84805 45.485547,-75.848033 45.485506,-75.848023 45.485463,-75.848022 45.48542,-75.848028 45.485378,-75.84803 45.485351,-75.848026 45.485325,-75.848016 45.485299,-75.848 45.485275,-75.847978 45.485253,-75.847952 45.485234,-75.847871 45.485167)"
